Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,51,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),22.96,1187.26,No
Male,1,No,Yes,23,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),69.53,1612.58,No
Male,0,No,No,36,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.02,2686.45,Yes
Female,0,Yes,Yes,72,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,48.32,3637.71,No
Male,0,Yes,No,34,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,48.73,1711.81,Yes
Female,1,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,82.56,828.48,Yes
Male,0,Yes,Yes,70,No,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),114.72,8282.87,No
Male,0,No,Yes,7,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),65.57,454.7,No
Female,1,Yes,No,37,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),50.91,1908.07,No
Female,0,No,No,67,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),50.51,3503.33,No
Male,0,No,No,43,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,43.02,1911.76,No
Male,1,Yes,No,62,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.24,5377.67,No
Female,1,No,No,15,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Two year,No,Electronic check,112.72,1741.5,Yes
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),30.51,2095.53,No
Male,0,No,No,46,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,43.77,1953.77,No
Male,1,No,Yes,55,No,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,46.63,2660.8,Yes
Female,0,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),109.72,7874.15,No
Female,0,Yes,No,70,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),74.79,5256.54,No
Male,0,Yes,No,31,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Mailed check,104.79,3228.85,No
Female,0,Yes,No,7,Yes,No phone service,DSL,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),39.57,271.0,No
Female,1,No,No,52,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.58,2339.48,No
Female,1,No,No,36,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,57.93,2000.18,No
Male,1,No,No,61,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),21.33,1275.85,No
Female,1,No,No,13,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,96.79,1305.95,No
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,33.48,1911.94,No
Male,0,No,Yes,66,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,64.61,4342.87,No
Male,1,Yes,No,68,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,62.61,4134.54,No
Male,1,No,No,32,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,117.98,3899.28,No
Female,1,Yes,No,33,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,39.99,1271.95,No
Female,1,Yes,No,24,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),96.51,2225.92,No
Female,0,No,No,69,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),106.94,7706.49,No
Female,0,No,No,31,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,85.11,2537.52,No
Female,0,No,Yes,32,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),86.41,2715.17,Yes
Male,1,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,83.75,4216.74,No
Female,1,Yes,Yes,16,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,70.83,1100.1,No
Male,1,Yes,No,55,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,29.02,1531.33,No
Male,0,No,No,8,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.94,825.96,No
Male,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,25.0,1082.83,No
Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,45.26,332.43,No
Female,1,No,No,65,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),108.45,6704.17,No
Male,1,No,No,54,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.61,1102.99,No
Male,0,No,No,3,Yes,No phone service,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),102.86,306.95,Yes
Female,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39.2,1810.09,Yes
Male,1,No,Yes,21,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,32.52,671.94,No
Female,1,Yes,No,52,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,87.01,4303.08,No
Female,0,No,No,28,Yes,No,No,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),58.24,1620.17,No
Female,1,Yes,Yes,27,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),79.19,2059.92,No
Male,0,Yes,No,24,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),57.96,1342.25,No
Male,1,No,No,5,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,21.43,105.21,No
Female,0,No,No,19,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.97,1426.25,No
Female,1,Yes,No,18,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,30.67,526.62,No
Female,1,Yes,No,7,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,75.8,544.42,No
Male,1,Yes,No,59,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,96.38,5499.78,No
Male,1,Yes,Yes,45,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,108.32,4969.76,No
Female,0,Yes,No,34,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),117.55,3803.92,No
Male,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.43,966.93,No
Male,0,No,Yes,24,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,One year,Yes,Electronic check,47.67,1088.25,No
Male,1,No,No,31,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,38.12,1224.58,No
Female,0,No,Yes,45,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,86.98,3990.66,Yes
Female,0,No,Yes,56,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),44.66,2571.84,No
Female,0,Yes,No,63,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),83.79,5130.17,No
Female,1,Yes,No,18,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),70.27,1223.14,Yes
Male,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,28.27,1800.89,No
Female,0,Yes,No,59,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.62,4109.22,No
Female,0,No,No,27,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.04,1490.78,Yes
Female,0,No,No,19,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,1806.31,No
Female,1,No,No,62,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,34.0,2020.8,No
Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,82.5,3681.5,No
Female,1,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,93.54,5098.33,No
Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),103.49,2690.12,No
Female,0,Yes,No,27,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.23,1725.02,No
Male,1,Yes,No,8,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,21.72,169.79,No
Female,1,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.12,175.95,Yes
Male,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Mailed check,69.74,3493.58,No
Male,1,No,No,33,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,31.69,1057.8,No
Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.93,639.6,Yes
Male,1,Yes,No,15,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),76.57,1184.14,No
Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Electronic check,108.09,4075.95,Yes
Female,1,No,No,35,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,100.59,3557.41,Yes
Male,1,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,42.76,3130.08,No
Female,0,No,No,60,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),86.47,5205.7,No
Female,0,No,Yes,46,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,71.24,3411.43,No
Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,78.8,4014.92,Yes
Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.8,5977.56,No
Female,1,No,Yes,54,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),101.81,5296.69,No
Female,0,No,Yes,42,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,113.82,4924.33,No
Female,1,Yes,No,54,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),64.0,3291.24,No
Female,0,No,No,2,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.2,212.8,Yes
Male,1,No,No,5,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,67.95,325.53,No
Female,1,Yes,No,35,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,86.6,3152.2,No
Male,1,No,No,12,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73.21,859.25,No
Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),28.98,1540.87,No
Female,0,Yes,No,56,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,105.35,5785.92,No
Male,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,Yes,Mailed check,70.42,2713.06,No
Female,0,No,No,42,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),93.0,4063.27,Yes
Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,80.67,160.19,No
Male,1,No,No,51,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),54.14,2896.0,No
Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),60.33,1059.68,Yes
Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,70.19,1540.97,No
Female,0,No,Yes,51,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,No,Electronic check,96.05,4753.05,No
Male,0,Yes,No,48,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,33.91,1581.79,Yes
Female,1,No,No,29,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,71.5,2033.18,No
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,55.6,1856.24,No
Male,1,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,43.22,1511.28,No
Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,114.2,3556.95,Yes
Female,0,No,No,23,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,53.82,1237.44,No
Male,1,No,Yes,12,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.55,239.31,No
Female,1,Yes,No,30,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),38.43,1140.85,No
Male,1,No,No,5,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,42.57,203.36,No
Female,1,Yes,Yes,58,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),72.26,4089.94,No
Female,0,Yes,No,26,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),59.5,1534.25,No
Female,0,Yes,No,29,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),79.96,2341.68,Yes
Male,0,Yes,No,60,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,68.23,3972.63,No
Male,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,96.13,95.11,No
Male,0,No,Yes,54,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,One year,No,Mailed check,81.5,4261.88,No
Female,0,No,Yes,69,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.53,3851.78,No
Male,0,Yes,No,50,No,No phone service,No,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),84.14,4041.16,No
Female,1,No,No,33,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),92.05,3126.2,No
Male,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,59.47,3649.74,No
Female,0,Yes,No,70,No,No,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,78.53,5344.34,No
Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),33.63,1516.06,No
Male,1,No,No,58,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),57.89,3492.06,No
Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,105.61,823.24,Yes
Female,0,Yes,No,63,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,93.84,5891.03,No
Female,1,No,Yes,24,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,One year,No,Mailed check,45.05,1103.71,Yes
Female,1,Yes,No,3,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),31.61,95.06,No
Female,0,No,Yes,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,26.51,1697.6,No
Female,0,Yes,No,63,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),114.01,6948.06,No
